payment_id,order_id,payment_method,amount,status,payment_date,payment_timestamp,created_at,updated_at
PAY-00335,ORD-00335,GIFT_CARD,1118.71,REFUNDED,2024-01-22,2024-01-22 14:07:13,2024-01-22 14:07:13,2024-01-22 14:07:13
PAY-00336,ORD-00336,CREDIT_CARD,1663.52,CAPTURED,2024-02-19,2024-02-19 15:39:10,2024-02-19 15:39:10,2024-02-19 15:39:10
PAY-00337,ORD-00337,PAYPAL,2340.7,CAPTURED,2024-04-22,2024-04-22 09:51:12,2024-04-22 09:51:12,2024-04-22 09:51:12
PAY-00338,ORD-00338,DEBIT_CARD,774.44,CAPTURED,2024-12-22,2024-12-22 13:35:10,2024-12-22 13:35:10,2024-12-22 13:35:10
PAY-00339,ORD-00339,APPLE_PAY,647.06,CAPTURED,2024-11-09,2024-11-09 14:49:10,2024-11-09 14:49:10,2024-11-09 14:49:10
PAY-00340,ORD-00340,APPLE_PAY,2143.21,REFUNDED,2024-10-30,2024-10-30 22:18:26,2024-10-30 22:18:26,2024-10-30 22:18:26
PAY-00341,ORD-00341,PAYPAL,2844.75,CAPTURED,2024-04-02,2024-04-02 19:31:39,2024-04-02 19:31:39,2024-04-02 19:31:39
PAY-00342,ORD-00342,CREDIT_CARD,738.69,CAPTURED,2024-12-03,2024-12-03 11:17:03,2024-12-03 11:17:03,2024-12-03 11:17:03
PAY-00343,ORD-00343,APPLE_PAY,52.73,CAPTURED,2024-04-17,2024-04-17 14:16:21,2024-04-17 14:16:21,2024-04-17 14:16:21
PAY-00344,ORD-00344,CREDIT_CARD,298.36,CAPTURED,2024-03-21,2024-03-21 20:01:31,2024-03-21 20:01:31,2024-03-21 20:01:31
PAY-00345,ORD-00345,DEBIT_CARD,464.34,CAPTURED,2024-08-02,2024-08-02 11:47:43,2024-08-02 11:47:43,2024-08-02 11:47:43
PAY-00346,ORD-00346,APPLE_PAY,4470.28,CAPTURED,2024-04-12,2024-04-12 14:57:14,2024-04-12 14:57:14,2024-04-12 14:57:14
PAY-00347,ORD-00347,CREDIT_CARD,4634.12,CAPTURED,2024-12-20,2024-12-20 17:03:17,2024-12-20 17:03:17,2024-12-20 17:03:17
PAY-00348,ORD-00348,PAYPAL,444.3,CAPTURED,2024-04-20,2024-04-20 17:30:53,2024-04-20 17:30:53,2024-04-20 17:30:53
PAY-00349,ORD-00349,APPLE_PAY,2376.68,CAPTURED,2024-10-29,2024-10-29 10:58:36,2024-10-29 10:58:36,2024-10-29 10:58:36
PAY-00350,ORD-00350,CREDIT_CARD,2212.46,CAPTURED,2024-01-18,2024-01-18 14:33:25,2024-01-18 14:33:25,2024-01-18 14:33:25
PAY-00351,ORD-00351,APPLE_PAY,291.88,CAPTURED,2024-01-09,2024-01-09 15:42:19,2024-01-09 15:42:19,2024-01-09 15:42:19
PAY-00352,ORD-00352,APPLE_PAY,3192.68,CAPTURED,2024-12-26,2024-12-26 14:11:50,2024-12-26 14:11:50,2024-12-26 14:11:50
PAY-00353,ORD-00353,GIFT_CARD,661.12,CAPTURED,2024-09-28,2024-09-28 08:18:27,2024-09-28 08:18:27,2024-09-28 08:18:27
PAY-00354,ORD-00354,APPLE_PAY,1377.47,CAPTURED,2024-12-11,2024-12-11 13:56:03,2024-12-11 13:56:03,2024-12-11 13:56:03
PAY-00355,ORD-00355,DEBIT_CARD,1909.53,CAPTURED,2024-02-28,2024-02-28 18:30:47,2024-02-28 18:30:47,2024-02-28 18:30:47
PAY-00356,ORD-00356,APPLE_PAY,328.61,CAPTURED,2024-08-19,2024-08-19 15:32:33,2024-08-19 15:32:33,2024-08-19 15:32:33
PAY-00357,ORD-00357,DEBIT_CARD,2799.45,REFUNDED,2024-02-25,2024-02-25 10:17:07,2024-02-25 10:17:07,2024-02-25 10:17:07
PAY-00358,ORD-00358,PAYPAL,2459.8,CAPTURED,2024-09-23,2024-09-23 18:21:26,2024-09-23 18:21:26,2024-09-23 18:21:26
PAY-00359,ORD-00359,DEBIT_CARD,2602.34,CAPTURED,2024-07-09,2024-07-09 12:49:54,2024-07-09 12:49:54,2024-07-09 12:49:54
PAY-00360,ORD-00360,DEBIT_CARD,2856.52,CAPTURED,2024-10-21,2024-10-21 10:28:16,2024-10-21 10:28:16,2024-10-21 10:28:16
PAY-00361,ORD-00361,APPLE_PAY,2771.49,CAPTURED,2024-03-24,2024-03-24 16:19:07,2024-03-24 16:19:07,2024-03-24 16:19:07
PAY-00362,ORD-00362,APPLE_PAY,774.44,REFUNDED,2024-08-14,2024-08-14 13:44:07,2024-08-14 13:44:07,2024-08-14 13:44:07
PAY-00362-R,ORD-00362,APPLE_PAY,774.44,REFUNDED,2024-08-14,2024-08-14 13:44:07,2024-08-14 13:44:07,2024-08-14 13:44:07
PAY-00363,ORD-00363,CREDIT_CARD,948.24,CAPTURED,2024-04-22,2024-04-22 15:22:05,2024-04-22 15:22:05,2024-04-22 15:22:05
PAY-00364,ORD-00364,APPLE_PAY,1164.36,CAPTURED,2024-08-16,2024-08-16 18:42:05,2024-08-16 18:42:05,2024-08-16 18:42:05
PAY-00365,ORD-00365,PAYPAL,2771.49,CAPTURED,2024-08-06,2024-08-06 13:24:23,2024-08-06 13:24:23,2024-08-06 13:24:23
PAY-00366,ORD-00366,GIFT_CARD,305.16,CAPTURED,2024-08-05,2024-08-05 19:57:26,2024-08-05 19:57:26,2024-08-05 19:57:26
PAY-00367,ORD-00367,APPLE_PAY,2623.32,CAPTURED,2024-09-25,2024-09-25 13:04:59,2024-09-25 13:04:59,2024-09-25 13:04:59
PAY-00368,ORD-00368,GIFT_CARD,2997.77,REFUNDED,2024-07-31,2024-07-31 10:35:29,2024-07-31 10:35:29,2024-07-31 10:35:29
PAY-00368-R,ORD-00368,GIFT_CARD,2997.77,REFUNDED,2024-07-31,2024-07-31 10:35:29,2024-07-31 10:35:29,2024-07-31 10:35:29
PAY-00369,ORD-00369,DEBIT_CARD,2931.47,CAPTURED,2024-08-25,2024-08-25 11:01:50,2024-08-25 11:01:50,2024-08-25 11:01:50
PAY-00370,ORD-00370,APPLE_PAY,1817.04,CAPTURED,2024-02-04,2024-02-04 17:47:23,2024-02-04 17:47:23,2024-02-04 17:47:23
PAY-00371,ORD-00371,CREDIT_CARD,2683.86,CAPTURED,2024-05-19,2024-05-19 13:26:40,2024-05-19 13:26:40,2024-05-19 13:26:40
PAY-00372,ORD-00372,PAYPAL,1542.68,CAPTURED,2024-06-10,2024-06-10 21:54:43,2024-06-10 21:54:43,2024-06-10 21:54:43
PAY-00373,ORD-00373,DEBIT_CARD,585.39,CAPTURED,2024-03-24,2024-03-24 09:13:09,2024-03-24 09:13:09,2024-03-24 09:13:09
PAY-00374,ORD-00374,DEBIT_CARD,4213.29,CAPTURED,2024-09-02,2024-09-02 13:19:44,2024-09-02 13:19:44,2024-09-02 13:19:44
PAY-00375,ORD-00375,APPLE_PAY,409.72,CAPTURED,2024-02-27,2024-02-27 09:01:49,2024-02-27 09:01:49,2024-02-27 09:01:49
PAY-00376,ORD-00376,CREDIT_CARD,455.08,CAPTURED,2024-01-31,2024-01-31 15:07:58,2024-01-31 15:07:58,2024-01-31 15:07:58
PAY-00377,ORD-00377,DEBIT_CARD,2209.82,CAPTURED,2024-03-04,2024-03-04 22:38:13,2024-03-04 22:38:13,2024-03-04 22:38:13
PAY-00378,ORD-00378,GIFT_CARD,965.05,REFUNDED,2024-06-29,2024-06-29 10:54:32,2024-06-29 10:54:32,2024-06-29 10:54:32
PAY-00379,ORD-00379,CREDIT_CARD,2678.32,CAPTURED,2024-03-28,2024-03-28 22:48:34,2024-03-28 22:48:34,2024-03-28 22:48:34
PAY-00380,ORD-00380,DEBIT_CARD,2696.15,CAPTURED,2024-04-02,2024-04-02 21:22:24,2024-04-02 21:22:24,2024-04-02 21:22:24
PAY-00381,ORD-00381,CREDIT_CARD,3620.81,CAPTURED,2024-12-26,2024-12-26 12:35:46,2024-12-26 12:35:46,2024-12-26 12:35:46
PAY-00382,ORD-00382,PAYPAL,1014.44,CAPTURED,2024-08-07,2024-08-07 11:54:04,2024-08-07 11:54:04,2024-08-07 11:54:04
PAY-00383,ORD-00383,CREDIT_CARD,6225.84,CAPTURED,2024-10-29,2024-10-29 09:47:59,2024-10-29 09:47:59,2024-10-29 09:47:59
PAY-00384,ORD-00384,GIFT_CARD,4607.63,REFUNDED,2024-11-25,2024-11-25 14:22:30,2024-11-25 14:22:30,2024-11-25 14:22:30
PAY-00385,ORD-00385,DEBIT_CARD,2611.77,CAPTURED,2024-04-01,2024-04-01 14:38:43,2024-04-01 14:38:43,2024-04-01 14:38:43
PAY-00386,ORD-00386,APPLE_PAY,1309.64,CAPTURED,2024-10-03,2024-10-03 16:01:48,2024-10-03 16:01:48,2024-10-03 16:01:48
PAY-00387,ORD-00387,GIFT_CARD,3424.59,CAPTURED,2024-08-14,2024-08-14 15:02:02,2024-08-14 15:02:02,2024-08-14 15:02:02
PAY-00388,ORD-00388,APPLE_PAY,9227.32,CAPTURED,2024-12-03,2024-12-03 16:43:34,2024-12-03 16:43:34,2024-12-03 16:43:34
PAY-00389,ORD-00389,PAYPAL,3399.44,CAPTURED,2024-10-29,2024-10-29 08:08:53,2024-10-29 08:08:53,2024-10-29 08:08:53
PAY-00390,ORD-00390,DEBIT_CARD,683.75,CAPTURED,2024-07-29,2024-07-29 13:03:42,2024-07-29 13:03:42,2024-07-29 13:03:42
PAY-00391,ORD-00391,CREDIT_CARD,5852.28,CAPTURED,2024-06-21,2024-06-21 10:01:34,2024-06-21 10:01:34,2024-06-21 10:01:34
PAY-00392,ORD-00392,PAYPAL,6397.24,CAPTURED,2024-09-07,2024-09-07 09:44:43,2024-09-07 09:44:43,2024-09-07 09:44:43
PAY-00393,ORD-00393,CREDIT_CARD,627.72,REFUNDED,2024-07-24,2024-07-24 20:14:39,2024-07-24 20:14:39,2024-07-24 20:14:39
PAY-00394,ORD-00394,PAYPAL,2991.06,REFUNDED,2024-04-17,2024-04-17 13:50:04,2024-04-17 13:50:04,2024-04-17 13:50:04
PAY-00395,ORD-00395,GIFT_CARD,1930.86,REFUNDED,2024-04-02,2024-04-02 22:01:40,2024-04-02 22:01:40,2024-04-02 22:01:40
PAY-00396,ORD-00396,CREDIT_CARD,262.71,REFUNDED,2024-08-10,2024-08-10 22:36:46,2024-08-10 22:36:46,2024-08-10 22:36:46
PAY-00397,ORD-00397,DEBIT_CARD,5753.1,CAPTURED,2024-06-12,2024-06-12 21:53:58,2024-06-12 21:53:58,2024-06-12 21:53:58
PAY-00398,ORD-00398,CREDIT_CARD,3061.41,CAPTURED,2024-01-19,2024-01-19 11:10:17,2024-01-19 11:10:17,2024-01-19 11:10:17
PAY-00399,ORD-00399,APPLE_PAY,3155.23,CAPTURED,2024-06-09,2024-06-09 17:19:55,2024-06-09 17:19:55,2024-06-09 17:19:55
PAY-00400,ORD-00400,PAYPAL,1988.29,CAPTURED,2024-05-01,2024-05-01 17:07:49,2024-05-01 17:07:49,2024-05-01 17:07:49
PAY-00401,ORD-00401,DEBIT_CARD,689.87,REFUNDED,2024-06-11,2024-06-11 16:27:30,2024-06-11 16:27:30,2024-06-11 16:27:30
PAY-00402,ORD-00402,DEBIT_CARD,2905.75,REFUNDED,2024-01-28,2024-01-28 19:58:50,2024-01-28 19:58:50,2024-01-28 19:58:50
PAY-00403,ORD-00403,PAYPAL,193.89,CAPTURED,2024-01-05,2024-01-05 22:25:59,2024-01-05 22:25:59,2024-01-05 22:25:59
PAY-00404,ORD-00404,APPLE_PAY,399.59,REFUNDED,2024-08-12,2024-08-12 18:20:56,2024-08-12 18:20:56,2024-08-12 18:20:56
PAY-00405,ORD-00405,APPLE_PAY,2493.36,CAPTURED,2024-08-29,2024-08-29 19:26:59,2024-08-29 19:26:59,2024-08-29 19:26:59
PAY-00406,ORD-00406,PAYPAL,3826.77,CAPTURED,2024-08-03,2024-08-03 17:46:52,2024-08-03 17:46:52,2024-08-03 17:46:52
PAY-00407,ORD-00407,DEBIT_CARD,2732.7,CAPTURED,2024-07-29,2024-07-29 20:20:28,2024-07-29 20:20:28,2024-07-29 20:20:28
PAY-00408,ORD-00408,GIFT_CARD,440.0,CAPTURED,2024-10-19,2024-10-19 11:01:01,2024-10-19 11:01:01,2024-10-19 11:01:01
PAY-00409,ORD-00409,DEBIT_CARD,2623.32,CAPTURED,2024-11-03,2024-11-03 12:09:05,2024-11-03 12:09:05,2024-11-03 12:09:05
PAY-00410,ORD-00410,DEBIT_CARD,2757.21,CAPTURED,2024-08-20,2024-08-20 21:43:31,2024-08-20 21:43:31,2024-08-20 21:43:31
PAY-00411,ORD-00411,DEBIT_CARD,5307.99,REFUNDED,2024-04-20,2024-04-20 21:18:46,2024-04-20 21:18:46,2024-04-20 21:18:46
PAY-00412,ORD-00412,APPLE_PAY,3444.08,CAPTURED,2024-06-14,2024-06-14 19:25:43,2024-06-14 19:25:43,2024-06-14 19:25:43
PAY-00413,ORD-00413,CREDIT_CARD,5250.32,CAPTURED,2024-12-09,2024-12-09 13:08:57,2024-12-09 13:08:57,2024-12-09 13:08:57
PAY-00414,ORD-00414,CREDIT_CARD,2342.31,CAPTURED,2024-08-09,2024-08-09 10:16:07,2024-08-09 10:16:07,2024-08-09 10:16:07
PAY-00415,ORD-00415,GIFT_CARD,3633.72,CAPTURED,2024-11-09,2024-11-09 21:48:59,2024-11-09 21:48:59,2024-11-09 21:48:59
PAY-00416,ORD-00416,APPLE_PAY,3886.55,CAPTURED,2024-04-03,2024-04-03 08:30:16,2024-04-03 08:30:16,2024-04-03 08:30:16
PAY-00417,ORD-00417,GIFT_CARD,1211.07,REFUNDED,2024-05-25,2024-05-25 10:53:10,2024-05-25 10:53:10,2024-05-25 10:53:10
PAY-00417-R,ORD-00417,GIFT_CARD,1211.07,REFUNDED,2024-05-25,2024-05-25 10:53:10,2024-05-25 10:53:10,2024-05-25 10:53:10
PAY-00418,ORD-00418,APPLE_PAY,1419.87,CAPTURED,2024-01-14,2024-01-14 12:43:43,2024-01-14 12:43:43,2024-01-14 12:43:43
PAY-00419,ORD-00419,PAYPAL,2086.34,CAPTURED,2024-06-17,2024-06-17 08:41:39,2024-06-17 08:41:39,2024-06-17 08:41:39
PAY-00420,ORD-00420,DEBIT_CARD,878.27,CAPTURED,2024-11-04,2024-11-04 14:05:25,2024-11-04 14:05:25,2024-11-04 14:05:25
PAY-00421,ORD-00421,CREDIT_CARD,1910.15,CAPTURED,2024-05-25,2024-05-25 18:48:41,2024-05-25 18:48:41,2024-05-25 18:48:41
PAY-00422,ORD-00422,APPLE_PAY,712.89,CAPTURED,2024-07-17,2024-07-17 15:17:36,2024-07-17 15:17:36,2024-07-17 15:17:36
PAY-00423,ORD-00423,PAYPAL,2133.05,CAPTURED,2024-11-18,2024-11-18 14:05:02,2024-11-18 14:05:02,2024-11-18 14:05:02
PAY-00424,ORD-00424,CREDIT_CARD,754.46,CAPTURED,2024-08-06,2024-08-06 12:36:03,2024-08-06 12:36:03,2024-08-06 12:36:03
PAY-00425,ORD-00425,PAYPAL,1715.71,CAPTURED,2024-02-18,2024-02-18 15:42:46,2024-02-18 15:42:46,2024-02-18 15:42:46
PAY-00426,ORD-00426,APPLE_PAY,3357.46,CAPTURED,2024-06-01,2024-06-01 13:37:46,2024-06-01 13:37:46,2024-06-01 13:37:46
PAY-00427,ORD-00427,APPLE_PAY,4120.24,CAPTURED,2024-01-03,2024-01-03 14:07:00,2024-01-03 14:07:00,2024-01-03 14:07:00
PAY-00428,ORD-00428,DEBIT_CARD,1401.43,CAPTURED,2024-04-06,2024-04-06 21:01:13,2024-04-06 21:01:13,2024-04-06 21:01:13
PAY-00429,ORD-00429,APPLE_PAY,4955.74,REFUNDED,2024-02-29,2024-02-29 10:57:09,2024-02-29 10:57:09,2024-02-29 10:57:09
PAY-00430,ORD-00430,GIFT_CARD,4170.36,CAPTURED,2024-05-28,2024-05-28 08:31:25,2024-05-28 08:31:25,2024-05-28 08:31:25
PAY-00431,ORD-00431,APPLE_PAY,4257.61,CAPTURED,2024-01-11,2024-01-11 10:18:46,2024-01-11 10:18:46,2024-01-11 10:18:46
PAY-00432,ORD-00432,PAYPAL,4338.06,REFUNDED,2024-07-18,2024-07-18 14:53:43,2024-07-18 14:53:43,2024-07-18 14:53:43
PAY-00433,ORD-00433,PAYPAL,2700.96,CAPTURED,2024-10-12,2024-10-12 08:01:22,2024-10-12 08:01:22,2024-10-12 08:01:22
PAY-00434,ORD-00434,PAYPAL,3671.28,CAPTURED,2024-04-26,2024-04-26 09:35:14,2024-04-26 09:35:14,2024-04-26 09:35:14
PAY-00435,ORD-00435,CREDIT_CARD,741.1,CAPTURED,2024-02-26,2024-02-26 09:50:39,2024-02-26 09:50:39,2024-02-26 09:50:39
PAY-00436,ORD-00436,APPLE_PAY,3353.97,REFUNDED,2024-07-04,2024-07-04 10:46:18,2024-07-04 10:46:18,2024-07-04 10:46:18
PAY-00436-R,ORD-00436,APPLE_PAY,3353.97,REFUNDED,2024-07-04,2024-07-04 10:46:18,2024-07-04 10:46:18,2024-07-04 10:46:18
PAY-00437,ORD-00437,DEBIT_CARD,5001.38,CAPTURED,2024-07-31,2024-07-31 13:40:42,2024-07-31 13:40:42,2024-07-31 13:40:42
PAY-00438,ORD-00438,DEBIT_CARD,497.13,CAPTURED,2024-03-25,2024-03-25 14:03:25,2024-03-25 14:03:25,2024-03-25 14:03:25
PAY-00439,ORD-00439,PAYPAL,3572.86,CAPTURED,2024-12-14,2024-12-14 19:35:55,2024-12-14 19:35:55,2024-12-14 19:35:55
PAY-00440,ORD-00440,CREDIT_CARD,1471.56,CAPTURED,2024-11-28,2024-11-28 14:49:12,2024-11-28 14:49:12,2024-11-28 14:49:12
PAY-00441,ORD-00441,CREDIT_CARD,5846.94,CAPTURED,2024-03-05,2024-03-05 16:34:18,2024-03-05 16:34:18,2024-03-05 16:34:18
PAY-00442,ORD-00442,GIFT_CARD,2312.53,REFUNDED,2024-01-31,2024-01-31 21:23:16,2024-01-31 21:23:16,2024-01-31 21:23:16
PAY-00443,ORD-00443,GIFT_CARD,1763.03,REFUNDED,2024-10-16,2024-10-16 19:57:40,2024-10-16 19:57:40,2024-10-16 19:57:40
PAY-00444,ORD-00444,DEBIT_CARD,646.41,CAPTURED,2024-05-06,2024-05-06 09:20:33,2024-05-06 09:20:33,2024-05-06 09:20:33
PAY-00445,ORD-00445,GIFT_CARD,4998.74,CAPTURED,2024-02-09,2024-02-09 13:43:33,2024-02-09 13:43:33,2024-02-09 13:43:33
PAY-00446,ORD-00446,GIFT_CARD,2065.16,CAPTURED,2024-12-30,2024-12-30 15:08:45,2024-12-30 15:08:45,2024-12-30 15:08:45
PAY-00447,ORD-00447,GIFT_CARD,2748.39,CAPTURED,2024-03-21,2024-03-21 16:23:58,2024-03-21 16:23:58,2024-03-21 16:23:58
PAY-00448,ORD-00448,PAYPAL,795.88,CAPTURED,2024-10-28,2024-10-28 14:03:59,2024-10-28 14:03:59,2024-10-28 14:03:59
PAY-00449,ORD-00449,APPLE_PAY,5804.39,CAPTURED,2024-06-07,2024-06-07 17:28:57,2024-06-07 17:28:57,2024-06-07 17:28:57
PAY-00450,ORD-00450,APPLE_PAY,2054.22,REFUNDED,2024-07-21,2024-07-21 13:34:02,2024-07-21 13:34:02,2024-07-21 13:34:02
PAY-00451,ORD-00451,GIFT_CARD,831.76,CAPTURED,2024-01-28,2024-01-28 17:33:12,2024-01-28 17:33:12,2024-01-28 17:33:12
PAY-00452,ORD-00452,APPLE_PAY,1471.56,CAPTURED,2024-04-15,2024-04-15 11:53:45,2024-04-15 11:53:45,2024-04-15 11:53:45
PAY-00453,ORD-00453,APPLE_PAY,2538.49,CAPTURED,2024-09-08,2024-09-08 21:59:01,2024-09-08 21:59:01,2024-09-08 21:59:01
PAY-00454,ORD-00454,DEBIT_CARD,5582.71,CAPTURED,2024-05-26,2024-05-26 10:11:16,2024-05-26 10:11:16,2024-05-26 10:11:16
PAY-00455,ORD-00455,DEBIT_CARD,1870.86,CAPTURED,2024-07-11,2024-07-11 21:57:07,2024-07-11 21:57:07,2024-07-11 21:57:07
PAY-00456,ORD-00456,CREDIT_CARD,3788.06,CAPTURED,2024-02-01,2024-02-01 13:29:35,2024-02-01 13:29:35,2024-02-01 13:29:35
PAY-00457,ORD-00457,GIFT_CARD,6561.91,CAPTURED,2024-07-10,2024-07-10 16:10:50,2024-07-10 16:10:50,2024-07-10 16:10:50
PAY-00458,ORD-00458,GIFT_CARD,4899.69,CAPTURED,2024-07-13,2024-07-13 13:53:40,2024-07-13 13:53:40,2024-07-13 13:53:40
PAY-00459,ORD-00459,PAYPAL,2590.04,CAPTURED,2024-08-09,2024-08-09 11:39:32,2024-08-09 11:39:32,2024-08-09 11:39:32
PAY-00460,ORD-00460,DEBIT_CARD,4238.68,CAPTURED,2024-01-02,2024-01-02 17:30:00,2024-01-02 17:30:00,2024-01-02 17:30:00
PAY-00461,ORD-00461,CREDIT_CARD,218.91,REFUNDED,2024-11-03,2024-11-03 13:24:11,2024-11-03 13:24:11,2024-11-03 13:24:11
PAY-00461-R,ORD-00461,CREDIT_CARD,218.91,REFUNDED,2024-11-03,2024-11-03 13:24:11,2024-11-03 13:24:11,2024-11-03 13:24:11
PAY-00462,ORD-00462,PAYPAL,686.61,REFUNDED,2024-01-11,2024-01-11 20:17:43,2024-01-11 20:17:43,2024-01-11 20:17:43
PAY-00462-R,ORD-00462,PAYPAL,686.61,REFUNDED,2024-01-11,2024-01-11 20:17:43,2024-01-11 20:17:43,2024-01-11 20:17:43
PAY-00463,ORD-00463,DEBIT_CARD,1743.21,CAPTURED,2024-09-09,2024-09-09 22:45:45,2024-09-09 22:45:45,2024-09-09 22:45:45
PAY-00464,ORD-00464,GIFT_CARD,2014.58,REFUNDED,2024-09-09,2024-09-09 10:35:12,2024-09-09 10:35:12,2024-09-09 10:35:12
PAY-00465,ORD-00465,CREDIT_CARD,4264.7,CAPTURED,2024-09-24,2024-09-24 19:50:17,2024-09-24 19:50:17,2024-09-24 19:50:17
PAY-00466,ORD-00466,APPLE_PAY,3645.0,CAPTURED,2024-05-20,2024-05-20 09:43:33,2024-05-20 09:43:33,2024-05-20 09:43:33
PAY-00467,ORD-00467,CREDIT_CARD,2141.43,CAPTURED,2024-01-13,2024-01-13 19:14:44,2024-01-13 19:14:44,2024-01-13 19:14:44
PAY-00468,ORD-00468,PAYPAL,312.93,CAPTURED,2024-10-30,2024-10-30 20:40:59,2024-10-30 20:40:59,2024-10-30 20:40:59
PAY-00469,ORD-00469,APPLE_PAY,261.31,CAPTURED,2024-05-01,2024-05-01 09:49:38,2024-05-01 09:49:38,2024-05-01 09:49:38
PAY-00470,ORD-00470,CREDIT_CARD,1485.1,REFUNDED,2024-07-12,2024-07-12 13:56:54,2024-07-12 13:56:54,2024-07-12 13:56:54
PAY-00471,ORD-00471,DEBIT_CARD,291.88,CAPTURED,2024-07-14,2024-07-14 14:06:39,2024-07-14 14:06:39,2024-07-14 14:06:39
PAY-00472,ORD-00472,CREDIT_CARD,2413.96,REFUNDED,2024-11-13,2024-11-13 17:06:21,2024-11-13 17:06:21,2024-11-13 17:06:21
PAY-00473,ORD-00473,APPLE_PAY,3168.86,CAPTURED,2024-06-30,2024-06-30 14:30:46,2024-06-30 14:30:46,2024-06-30 14:30:46
PAY-00474,ORD-00474,DEBIT_CARD,1372.75,CAPTURED,2024-07-02,2024-07-02 12:37:56,2024-07-02 12:37:56,2024-07-02 12:37:56
PAY-00475,ORD-00475,DEBIT_CARD,4459.5,CAPTURED,2024-10-13,2024-10-13 21:03:27,2024-10-13 21:03:27,2024-10-13 21:03:27
PAY-00476,ORD-00476,APPLE_PAY,1029.79,CAPTURED,2024-10-23,2024-10-23 17:21:39,2024-10-23 17:21:39,2024-10-23 17:21:39
PAY-00477,ORD-00477,APPLE_PAY,895.05,CAPTURED,2024-05-02,2024-05-02 15:47:49,2024-05-02 15:47:49,2024-05-02 15:47:49
PAY-00478,ORD-00478,GIFT_CARD,4470.82,CAPTURED,2024-02-28,2024-02-28 10:18:28,2024-02-28 10:18:28,2024-02-28 10:18:28
PAY-00479,ORD-00479,CREDIT_CARD,3097.76,CAPTURED,2024-04-01,2024-04-01 11:01:11,2024-04-01 11:01:11,2024-04-01 11:01:11
PAY-00480,ORD-00480,APPLE_PAY,819.71,CAPTURED,2024-02-26,2024-02-26 13:59:13,2024-02-26 13:59:13,2024-02-26 13:59:13
PAY-00481,ORD-00481,PAYPAL,1177.12,REFUNDED,2024-04-07,2024-04-07 11:34:24,2024-04-07 11:34:24,2024-04-07 11:34:24
PAY-00481-R,ORD-00481,PAYPAL,1177.12,REFUNDED,2024-04-07,2024-04-07 11:34:24,2024-04-07 11:34:24,2024-04-07 11:34:24
PAY-00482,ORD-00482,GIFT_CARD,1978.3,CAPTURED,2024-11-18,2024-11-18 20:17:55,2024-11-18 20:17:55,2024-11-18 20:17:55
PAY-00483,ORD-00483,GIFT_CARD,1032.58,REFUNDED,2024-08-30,2024-08-30 12:37:25,2024-08-30 12:37:25,2024-08-30 12:37:25
PAY-00484,ORD-00484,APPLE_PAY,2108.43,CAPTURED,2024-04-30,2024-04-30 14:13:19,2024-04-30 14:13:19,2024-04-30 14:13:19
PAY-00485,ORD-00485,PAYPAL,3763.5,CAPTURED,2024-10-25,2024-10-25 08:29:32,2024-10-25 08:29:32,2024-10-25 08:29:32
PAY-00486,ORD-00486,PAYPAL,884.49,CAPTURED,2024-09-13,2024-09-13 16:34:41,2024-09-13 16:34:41,2024-09-13 16:34:41
PAY-00487,ORD-00487,PAYPAL,3693.16,REFUNDED,2024-06-17,2024-06-17 12:19:47,2024-06-17 12:19:47,2024-06-17 12:19:47
PAY-00488,ORD-00488,CREDIT_CARD,4770.84,REFUNDED,2024-07-26,2024-07-26 21:37:48,2024-07-26 21:37:48,2024-07-26 21:37:48
PAY-00489,ORD-00489,APPLE_PAY,1375.83,REFUNDED,2024-06-09,2024-06-09 21:12:27,2024-06-09 21:12:27,2024-06-09 21:12:27
PAY-00490,ORD-00490,APPLE_PAY,2641.33,CAPTURED,2024-12-03,2024-12-03 21:22:21,2024-12-03 21:22:21,2024-12-03 21:22:21
PAY-00491,ORD-00491,APPLE_PAY,4992.74,CAPTURED,2024-11-04,2024-11-04 22:38:36,2024-11-04 22:38:36,2024-11-04 22:38:36
PAY-00492,ORD-00492,DEBIT_CARD,1855.28,CAPTURED,2024-02-17,2024-02-17 10:06:43,2024-02-17 10:06:43,2024-02-17 10:06:43
PAY-00493,ORD-00493,GIFT_CARD,72.97,CAPTURED,2024-07-16,2024-07-16 12:13:14,2024-07-16 12:13:14,2024-07-16 12:13:14
PAY-00494,ORD-00494,APPLE_PAY,2437.96,CAPTURED,2024-03-28,2024-03-28 13:55:58,2024-03-28 13:55:58,2024-03-28 13:55:58
PAY-00495,ORD-00495,APPLE_PAY,5944.82,CAPTURED,2024-04-15,2024-04-15 10:55:13,2024-04-15 10:55:13,2024-04-15 10:55:13
PAY-00496,ORD-00496,APPLE_PAY,4063.49,CAPTURED,2024-09-26,2024-09-26 13:58:36,2024-09-26 13:58:36,2024-09-26 13:58:36
PAY-00497,ORD-00497,DEBIT_CARD,397.73,REFUNDED,2024-08-09,2024-08-09 15:24:58,2024-08-09 15:24:58,2024-08-09 15:24:58
PAY-00498,ORD-00498,DEBIT_CARD,3157.91,CAPTURED,2024-11-17,2024-11-17 16:18:42,2024-11-17 16:18:42,2024-11-17 16:18:42
PAY-00499,ORD-00499,DEBIT_CARD,5740.13,CAPTURED,2024-08-24,2024-08-24 14:21:47,2024-08-24 14:21:47,2024-08-24 14:21:47
